Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Xie, Jia; He, Xiaofeng; Mao, Jun; Zhang, Lilian; Hu, Xiaoping",,,,"Zhang, Lilian/JTT-5577-2023",,,,,,C2VIR-SLAM: Centralized Collaborative Visual-Inertial-Range Simultaneous Localization and Mapping,,,,,,,,DRONES,,,,6,11,,,,,312,,,10.3390/drones6110312,,,,,,,Article,NOV 2022,2022,"Collaborative simultaneous localization and mapping have a great impact on various applications such as search-and-rescue and agriculture. For each agent, the key to performing collaboration is to measure the motion relative to other participants or external anchors; currently, this is mainly accompanied by (1) matching to the shared maps from other agents or (2) measuring the range to anchors with UWB devices. While requiring multiple agents to visit the same area can decrease the task efficiency and anchors demand a distribution process, this paper proposes to use a monocular camera, an inertial measurement unit (IMU), and a UWB device as the onboard sensors on each agent to build an accurate and efficient centralized collaborative SLAM system. For each participant, visual-inertial odometry is adopted to estimate the motion parameters and build a local map of the explored areas. The agent-to-agent range is measured by the onboard UWB and is published to the central server together with the estimated motion parameters and the reconstructed maps. We designed a global optimization algorithm to make use of the cross-agent map match information detected by a visual place technique, and the agent-to-agent range information to optimize the motion parameter of all the participants and merge the local maps into a global map. Compared with existing collaborative SLAM systems, the proposed system can perform collaboration with onboard UWB measurements only, vision only, and a combination of these; this greatly improves the adaptiveness and robustness of the collaborative system. We also present an in-depth analysis of C2VIR-SLAM in multiple UAV real-flight datasets.",,,,,,,,,7,1,0,0,0,0,7,2,68,,2504-446X,,,,,,,,,,,,,,2022-11-21,WOS:000881035500001,,
C,"Xu, Yuanfan; Yu, Jincheng; Zhang, Suquan; Xiang, Yunfei; Jia, Hongyang; Wang, Yu",,,ACM,,"Xiang, Yunfei/0000-0003-3699-7503; Xu, Yuanfan/0000-0002-5671-3734; Yu, Jincheng/0009-0007-3831-3845",,,,,Invited: Automatic Hardware/Software Design for High-Speed Autonomous Unmanned Aerial Vehicles Guided by a Flight Model,,,,,,,,"PROCEEDINGS OF THE 61ST ACM/IEEE DESIGN AUTOMATION CONFERENCE, DAC 2024",,,,,,,,,,,,,10.1145/3649329.3663516,,,,,,,Proceedings Paper,2024,2024,"Autonomous Unmanned Aerial Vehicles (UAVs) are on the rise in the industrial and academic communities. Since most UAVs are severely size, weight, and power (SWaP) constrained, building computing system for high-speed UAVs is challenging. Current domainspecific hardware-software (HW-SW) designs for UAVs are mainly bottom-up, focusing on optimizing a single module in the whole system, such as visual-inertial odometry (VIO), depth estimation, or planning. But this leads to underdesign for flight speed as agile navigation depends on a tight combination of multiple modules. To find the optimal HW-SW design for systematic flight performance, we propose a top-down automatic design framework. A flight model is introduced to guide the inter-module and the intra-module HWSW optimization towards the system-level goal. For the perception algorithms, we define the representative design space. And some critical non-AI operators are accelerated and profiled on embedded GPU to achieve better hardware performance. The design framework is evaluated on a micro UAV equipped with a Nvidia Jetson Orin NX. In a specific navigation scenario, the design found by our framework achieve 40% and 65% increase on flight speed than two manual design methods respectively.",,,,,61st Design Automation Conference61st Design Automation Conference,"JUN 23-27, 2024JUN 23-27, 2024",Acm; Institute of Electrical and Electronics Engineers IncAcm; Institute of Electrical and Electronics Engineers Inc,"San Francisco, CASan Francisco, CA",0,0,0,0,0,0,0,3,3,,,979-8-4007-0601-1,,,,,,,,,,,,,2025-05-29,WOS:001447271200368,,
J,"Wang, Xin; Wang, Manyu; Liu, Xin",,,,,,,,,,Efficient SLAM Algorithm Based on Quaternions for Real-Time Navigation of Unmanned Aerial Vehicles,,,,,,,,TRANSACTIONS ON EMERGING TELECOMMUNICATIONS TECHNOLOGIES,,,,37,3,,,,,e70386,,,10.1002/ett.70386,,,,,,,Article,FEB 27 2026,2026,"Efficient quaternion-based Simultaneous Localization and Mapping framework designed for real-time navigation of Unmanned Aerial Vehicles in GPS-denied environments is presented here. Unlike conventional Euler angle or matrix-based SLAM approaches, the proposed system employs quaternion-based propagation in Inertial Measurement Unit (IMU) module, thereby eliminating singularities such as gimbal lock and ensuring numerically stable orientation estimation. It integrates Quaternion Error-State Extended Kalman Filter for incremental fusion of visual and inertial measurements and incorporates an incremental pose-graph backend with quaternion retraction to reduce drift during long-term navigation. Novelty lies in unifying quaternion mathematics with lightweight incremental optimization, thereby achieving a balance between accuracy and computational feasibility for real-time onboard deployment. Experimental validation on KAIST Visual-Inertial Odometry dataset demonstrates significant performance gains. Raw IMU is -50 Hz (20-25 ms/frame), far exceeding latency constraints of UAV flight dynamics. Additional analysis confirmed robustness with an average UAV speed of 1261.98 m/s, velocity stability (std. dev. 689.43 m/s) and reliable feature tracking (> 1800 map points reconstructed). These findings establish the framework as a novel, lightweight and robust SLAM solution suitable not only for UAVs but also for space-air-ground autonomous systems requiring accurate real-time navigation under computational constraints.",,,,,,,,,0,0,0,0,0,0,0,2,2,2161-3915,,,,,,,,,,,,,,,2026-03-15,WOS:001703771100001,,
J,"Shpagin, Pavel; Panchenko, Taras",,,,"Panchenko, Taras/AAY-2285-2020",,,,,,NaviLoc: Trajectory-Level Visual Localization for GNSS-Denied UAV Navigation,,,,,,,,DRONES,,,,10,2,,,,,97,,,10.3390/drones10020097,,,,,,,Article,JAN 29 2026,2026,"Highlights What are the main findings? NaviLoc enables training-free GNSS-denied aerial-to-satellite localization using trajectory-level fusion of image matching and motion sensing. On low-altitude (50-150 m) rural UAV flights, NaviLoc achieves a 19.5 m Mean Localization Error (16.0 & times; better than prior state-of-the-art). What are the implications of the main finding? Trajectory-level optimization handles visually repetitive rural environments, enabling reliable GPS-free navigation. The lightweight algorithm enables real-time CPU-only deployment (9 FPS on Raspberry Pi 5), supporting embedded autonomy.Highlights What are the main findings? NaviLoc enables training-free GNSS-denied aerial-to-satellite localization using trajectory-level fusion of image matching and motion sensing. On low-altitude (50-150 m) rural UAV flights, NaviLoc achieves a 19.5 m Mean Localization Error (16.0 & times; better than prior state-of-the-art). What are the implications of the main finding? Trajectory-level optimization handles visually repetitive rural environments, enabling reliable GPS-free navigation. The lightweight algorithm enables real-time CPU-only deployment (9 FPS on Raspberry Pi 5), supporting embedded autonomy.Abstract Aerial-to-satellite visual localization enables GNSS-denied UAV navigation, but the appearance gap between low-altitude (50-150 m) UAV imagery and nadir satellite tiles makes per-frame Visual Place Recognition (VPR) unreliable. Under perceptual aliasing, high-similarity matches are often geographically inconsistent, so na & iuml;ve anchoring fails. We introduce NaviLoc, a training-free three-stage trajectory-level estimator that treats VPR as a noisy measurement source and exploits Visual-Inertial Odometry (VIO) as a relative-motion prior. Stage 1 (Global Align) estimates a global SE(2) transform by maximizing an explicit trajectory-level similarity objective. Stage 2 (Refinement) performs sliding-window bounded weighted Procrustes updates. Stage 3 (Smoothing) computes a strictly convex MAP trajectory estimate that fuses VIO displacements with VPR anchors while clamping detected outliers. On a challenging low-altitude rural UAV benchmark, NaviLoc attains 19.5 m Mean Localization Error (MLE)-a 16.0 & times; reduction compared to state-of-the-art localization method AnyLoc-VLAD, and 32.1 & times; compared to raw VIO drift. End-to-end inference runs at 9 FPS on Raspberry Pi 5, enabling real-time embedded deployment.",,,,,,,,,0,0,0,0,0,0,0,2,2,,2504-446X,,,,,,,,,,,,,,2026-03-07,WOS:001701453800001,,
J,"Hu, Zhanhao; Butt, Muhammad Zohaib; Nasir, Nazri; Salleh, Mohd Badrul",,,,"Nasir, Nazri/KHX-1612-2024; Hu, Zhanhao/GRO-5903-2022; Salleh, Badrul/U-5814-2018",,,,,,Vision-based autonomous navigation for quadrotor UAVs in unknown and constrained environments,,,,,,,,INTERNATIONAL JOURNAL OF INTELLIGENT ROBOTICS AND APPLICATIONS,,,,9,4,,,1743,1754,,,,10.1007/s41315-025-00462-2,,,,,MAY 2025,,Article,DEC 2025,2025,"The demand for autonomous UAV navigation in complex environments is growing rapidly. However, most existing studies focus on simulations, lacking real-world validation under challenging conditions. This study systematically evaluates a vision-based navigation framework combining VINS-Mono for localization and Ego-Planner for path planning in GPS-denied, low-light, high-obstacle-density environments. Unlike traditional approaches that struggle with UAV high-frequency motion and dynamic constraints, VINS-Mono provides accurate high-frequency positioning via visual-inertial fusion. At the same time, Ego-Planner enables smooth, dynamically feasible real-time trajectory generation. Real-world experiments on three randomly generated maps (minimum obstacle spacing: 0.8 m (twice UAV wheelbase); obstacle density: 0.72 obstacles/m2) achieved a minimum 70% success rate, with 87% of trajectories smoother than A* in simulations. Results demonstrate the framework's robustness, though challenges such as field-of-view constraints and sensor-induced localization errors affecting replanning remain. This study presents a real-world evaluation of vision-based UAV navigation in constrained environments, offering insights into its feasibility and limitations. The findings contribute to improving trajectory optimization and UAV autonomy in constrained GPS-denied scenarios.",,,,,,,,,3,0,0,0,0,0,3,6,13,2366-5971,2366-598X,,,,,,,,,,,,,,2025-05-27,WOS:001493346000001,,
C,"Sayre-McCord, Thomas; Guerra, Winter; Antonini, Amado; Arneberg, Jasper; Brown, Austin; Cavalheiro, Guilherme; Fang, Yajun; Gorodetsky, Alex; McCoy, Dave; Quilter, Sebastian; Riether, Fabian; Tal, Ezra; Terzioglu, Yunus; Carlone, Luca; Karaman, Sertac",,,IEEE,,"Tal, Ezra/0000-0002-3601-0935",,,,,Visual-inertial navigation algorithm development using photorealistic camera simulation in the loop,,,,,,,,2018 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,IEEE International Conference on Robotics and Automation ICRA,,,,,,2566,2573,,,,,,,,,,,Proceedings Paper,2018,2018,"The development of fast, agile micro Unmanned Aerial Vehicles (UAVs) has been limited by (i) on-board computing hardware restrictions, (ii) the lack of sophisticated visionbased perception and vision-in-the-loop control algorithms, and (iii) the absence of development environments where such systems and algorithms can be rapidly and easily designed, implemented, and validated. Here, we first present a new micro UAV platform that integrates high-rate cameras, inertial sensors, and an NVIDIA Jetson Tegra X1 system-on-chip compute module that boasts 256 GPU cores. The UAV mechanics and electronics were designed and built in house, and are described in detail. Second, we present a novel  virtual reality development environment, in which photorealistically-rendered synthetic on-board camera images are generated in real time while the UAV is in flight. This development environment allows us to rapidly prototype computing and sensing hardware as well as perception and control algorithms, using real physics, real interoceptive sensor data (e. g., from the on-board inertial measurement unit), and synthetic exteroceptive sensor data (e. g., from synthetic cameras). Third, we demonstrate repeated agile maneuvering with closed-loop vision-based perception and control algorithms, which we have developed using this environment.",,,,,IEEE International Conference on Robotics and Automation (ICRA)IEEE International Conference on Robotics and Automation (ICRA),"MAY 21-25, 2018MAY 21-25, 2018","IEEE; CSIRO; Australian Govt, Dept Def Sci & Technol; DJI; Queensland Univ Technol; Woodside; Baidu; Bosch; Houston Mechatron; Kinova Robot; KUKA; Hit Robot Grp; Honda Res Inst; iRobot; Mathworks; NuTonomy; Ouster; UberIEEE; CSIRO; Australian Govt, Dept Def Sci & Technol; DJI; Queensland Univ Technol; Woodside; Baidu; Bosch; Houston Mechatron; Kinova Robot; KUKA; Hit Robot Grp; Honda Res Inst; iRobot; Mathworks; NuTonomy; Ouster; Uber","Brisbane, AUSTRALIABrisbane, AUSTRALIA",22,0,0,0,0,0,34,0,10,1050-4729,,978-1-5386-3081-5,,,,,,,,,,,,,2018-10-25,WOS:000446394502015,,
J,"Yuan, Shenghai; Wang, Han; Xie, Lihua",,,,"Yuan, Shenghai/JDM-6241-2023; Xie, Lihua/D-2236-2009; Wang, Han/A-5016-2011","Yuan, Shenghai/0009-0003-1887-6342; Xie, Lihua/0000-0002-7137-4136; Wang, Han/0000-0001-5448-9903",,,,,Survey on Localization Systems and Algorithms for Unmanned Systems,,,,,,,,UNMANNED SYSTEMS,,,,9,2,,,129,163,,,,10.1142/S230138502150014X,,,,,,,Article,APR 2021,2021,"Intelligent unmanned systems have important applications, such as pesticide-spraying in agriculture, robot-based warehouse management systems, and missile-firing drones. The underlying assumption behind all autonomy is that the agent knows its relative position or egomotion with respect to some reference or scene. There exist thousands of localization systems in the literature. These localization systems use various combinations of sensors and algorithms, such as visual/visual-inertial SLAM, to achieve robust localization. The majority of the methods use one or more sensors from LIDAR, camera, IMU, UWB, GPS, compass, tracking system, etc. This survey presents a systematic review and analysis of published algorithms and techniques chronologically, and we introduce various highly impactful works. We provide insightful investigation and taxonomy on sensory data forming principle, feature association principle, egomotion estimation formation, and fusion model for each type of system. At last, some open problems and directions for future research are also included. We aim to survey the literature comprehensively to provide a complete understanding of localization methodologies, performance, advantages and limitations, and evaluations of various methods, shedding some light for future research.",,,,,,,,,70,15,0,0,1,0,77,3,118,2301-3850,2301-3869,,,,,,,,,,,,,,2021-04-01,WOS:000627886900004,,
J,"Shalaby, Mohammed Ayman; Dahdah, Nicholas; Ahmed, Syed Shabbir; Cossette, Charles Champagne; Le Ny, Jerome; Forbes, James Richard",,,,"; Le Ny, Jerome/D-9586-2012","Shalaby, Mohammed/0000-0002-6145-6509; Le Ny, Jerome/0000-0002-3417-4135; Cossette, Charles/0000-0002-9380-8361; Dahdah, Nicholas/0009-0006-9846-7216",,,,,MILUV: A Multi-UAV Indoor Localization dataset with UWB and Vision,,,,,,,,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,,,,,,,,,,,,,10.1177/02783649251405898,,,,,JAN 2026,,Article; Early Access,,2026,"This paper introduces MILUV, a Multi-UAV Indoor Localization dataset with UWB and Vision measurements. This dataset comprises 217 minutes of flight time over 36 experiments using three quadcopters, collecting ultra-wideband (UWB) ranging data such as the raw timestamps and channel-impulse response data, vision data from a stereo camera and a bottom-facing monocular camera, inertial measurement unit data, height measurements from a laser rangefinder, magnetometer data, and ground-truth poses from a motion-capture system. The UWB data is collected from up to 12 transceivers affixed to mobile robots and static tripods in both line-of-sight and non-line-of-sight conditions. The UAVs fly at a maximum speed of 4.418 m/s in an indoor environment with visual fiducial markers as features. MILUV is versatile and can be used for a wide range of applications beyond localization, but the primary purpose of MILUV is for testing and validating multi-robot UWB- and vision-based localization algorithms. The dataset can be downloaded at https://doi.org/10.25452/figshare.plus.28386041.v1 . A development kit is presented alongside the MILUV dataset, which includes benchmarking algorithms such as visual-inertial odometry, UWB-based localization using an extended Kalman filter, and classification of CIR data using machine learning approaches. The development kit can be found at https://github.com/decargroup/miluv , and is supplemented with a website available at https://decargroup.github.io/miluv/ .",,,,,,,,,1,0,0,0,0,0,1,7,7,0278-3649,1741-3176,,,,,,,,,,,,,,2026-01-15,WOS:001658033200001,,
C,"Bai, Xiwei; Zhang, Bo; Wen, Weisong; Hsu, Li-Ta; Li, Huiyun",,,IEEE,"; Zhang, Bo/ABH-7966-2020; Hsu, Li-Ta/I-9078-2014","WEN, Weisong/0000-0003-4158-0913; BAI, Xiwei/0000-0002-9659-3570",,,,,Perception-aided Visual-Inertial Integrated Positioning in Dynamic Urban Areas,,,,,,,,"2020 IEEE/ION POSITION, LOCATION AND NAVIGATION SYMPOSIUM (PLANS)",,IEEE-ION Position Location and Navigation Symposium,,,,,,1563,1571,,,,10.1109/plans46316.2020.9109963,,,,,,,Proceedings Paper,2020,2020,"Visual-inertial navigation systems (VINS) have been extensively studied in the past decades to provide positioning services for autonomous systems, such as autonomous driving vehicles (ADV) and unmanned aerial vehicles (UAV). Decent performance can be obtained by VINS in indoor scenarios with stable illumination and texture information. Unfortunately, applying the VINS in dynamic urban areas is still a challenging problem, due to the excessive dynamic objects which can significantly degrade the performance of VINS. Detecting and removing the features inside an image using the deep neural network (DNN) that belongs to unexpected objects, such as moving vehicles and pedestrians, is a straightforward idea to mitigate the impacts of dynamic objects on VINS. However, excessive exclusion of features can significantly distort the geometry distribution of visual features. Even worse, excessive removal can cause the unobservability of the system states. Instead of directly excluding the features that possibly belong to dynamic objects, this paper proposes to remodel the uncertainty of dynamic features. Then both the healthy and dynamic features are applied in the VINS. The experiment in a typical urban canyon is conducted to validate the performance of the proposed method. The result shows that the proposed method can effectively mitigate the impacts of the dynamic objects and improved accuracy is obtained.",,,,,"IEEE/ION Position, Location and Navigation Symposium (PLANS)IEEE/ION Position, Location and Navigation Symposium (PLANS)","APR 20-23, 2020APR 20-23, 2020",IEEE; IONIEEE; ION,"Portland, ORPortland, OR",10,0,0,0,0,0,10,0,2,2153-358X,,978-1-7281-0244-3,,,,,,,,,,,,,2020-01-01,WOS:000839298400186,,
C,"Zhou, Yu; Qin, Geng; Lin, Feng",,,IEEE,,,,,,,Development of Nano UAV Platform for Navigation in GPS-Denied Environment Using Snapdragon,,,,,,,,IECON 2018 - 44TH ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY,,IEEE Industrial Electronics Society,,,,,,5642,5647,,,,,,,,,,,Proceedings Paper,2018,2018,"In order to develop a nano UAV in a GPS-denied environment, a visual-inertial system (VINS) consisting of a monocular camera and a low-cost inertial measurement unit (IMU) should be integrated, as they make a minimum, ultra lightweight sensor suite that enables both autonomous flight and sufficient environment awareness. Although there are numerous potential applications, getting to understand the structure of the flight platform can be cumbersome and confusing. Packages and resources provided on the Qualcomm developer network (QCN) and their official GitHub group ATLFlight contain un-unified and disorderly chunks of information. In this paper, we present an organized documentation that presents in detail, the platform structure as a whole, from hardware to software architecture, including installation and API related applications.",,,,,44th Annual Conference of the IEEE Industrial-Electronics-Society (IECON)44th Annual Conference of the IEEE Industrial-Electronics-Society (IECON),"OCT 20-23, 2018OCT 20-23, 2018",IEEE Ind Elect Soc; Inst Elect & Elect EngineersIEEE Ind Elect Soc; Inst Elect & Elect Engineers,"Washington, DCWashington, DC",2,0,0,0,0,0,2,0,8,1553-572X,,978-1-5090-6684-1,,,,,,,,,,,,,2018-01-01,WOS:000505811105092,,
J,"Zhuang, Yuan; Sun, Xiao; Li, You; Huai, Jianzhu; Hua, Luchi; Yang, Xiansheng; Cao, Xiaoxiang; Zhang, Peng; Cao, Yue; Qi, Longning; Yang, Jun; El-Bendary, Nashwa; El-Sheimy, Naser; Thompson, John; Chen, Ruizhi",,,,"El-Bendary, Nashwa/AAI-5414-2020; Cao, Xiaoxiang/JTU-4799-2023; Li, You/AAD-8417-2020; Zhuang, Yuan/H-8928-2019; Huai, Jianzhu/AAI-1880-2020; Thompson, John/LTD-4186-2024; Hua, Luchi/AAC-6315-2019; Yang, Jun/ABF-5707-2021; Chen, Ruizhi/JWA-0977-2024; Sun, Xiao/HOF-7852-2023","El-Bendary, Nashwa/0000-0001-6553-4159; Cao, Xiaoxiang/0000-0001-7340-9673; Li, You/0000-0003-3785-0976; Sun, Xiao/0000-0003-4349-0460; Cao, Yue/0000-0002-2098-7637",,,,,Multi-sensor integrated navigation/positioning systems using data fusion: From analytics-based to learning-based approaches,,,,,,,,INFORMATION FUSION,,,,95,,,,62,90,,,,10.1016/j.inffus.2023.01.025,,,,,FEB 2023,,Article,JUL 2023,2023,"Navigation/positioning systems have become critical to many applications, such as autonomous driving, Internet of Things (IoT), Unmanned Aerial Vehicle (UAV), and smart cities. However, it is difficult to provide a robust, accurate, and seamless solution with single navigation/positioning technology. For example, the Global Navigation Satellite System (GNSS) cannot perform satisfactorily indoors; consequently, multi-sensor integrated systems provide the solution, as they compensate for the limitations of single technology by using the complementary characteristics of different sensors. This article describes a thorough investigation into multi-sensor data fusion, which over the last ten years has been used for integrated positioning/navigation systems. In this article, different navigation/positioning systems are classified and elaborated upon from three aspects: (1) sources, (2) algorithms and architectures, and (3) scenarios, which we further divide into two categories: (i) analytics-based fusion and (ii) learning-based fusion. For analytics-based fusion, we discuss the Kalman filter and its variants, graph optimization methods, and integrated schemes. For learning-based fusion, several supervised, unsupervised, reinforcement learning, and deep learning techniques are illustrated in multi -sensor integrated positioning/navigation systems. Design consideration of these integrated systems is discussed in detail from several aspects and their application scenarios are categorized. Finally, future directions for their research and implementation are discussed.",,,,,,,,,174,13,0,0,1,0,196,102,676,1566-2535,1872-6305,,,,,,,,,,,,,,2023-03-30,WOS:000947939300001,,
C,"Shao, Wei; Dou, Lingfei; Zhao, Hanxue; Wang, Boning; Xi, Hongliang; Yao, Wenlong",,,IEEE,"zhao, han/JFS-9633-2023",,,,,,A Visual/Inertial Relative Navigation Method for UAV Formation,,,,,,,,PROCEEDINGS OF THE 32ND 2020 CHINESE CONTROL AND DECISION CONFERENCE (CCDC 2020),,Chinese Control and Decision Conference,,,,,,1831,1836,,,,10.1109/ccdc49329.2020.9164765,,,,,,,Proceedings Paper,2020,2020,"Nowadays, the task of determining positions for Unmanned Aerial Vehicles (UAVs) has been mainly handled by combining Inertial Navigation System (INS) with Global Positioning System (GPS). This paper presents a visual/inertial relative navigation method for UAV formation to overcome the disadvantages of GPS such as disturbed easily. Firstly, INS and visual navigation system are respectively studied. Secondly, the state and observation equations of the visual/inertial navigation system are established. And Muti-rate Kalman Filter (MKF) is designed to estimate the position errors. Finally, the performance of this method is analyzed via a simulation.",,,,,32nd Chinese Control And Decision Conference (CCDC)32nd Chinese Control And Decision Conference (CCDC),"AUG 22-24, 2020AUG 22-24, 2020","NE Univ; Chinese Assoc Automat Tech Comm Control & Decis Cyber Phys Syst; Chinese Assoc Automat; Anhui Univ; IEEE Control Syst Soc; NE Univ, State Key Lab Synthet Automat Proc Ind; Chinese Assoc Automat, Tech Comm Control TheoryNE Univ; Chinese Assoc Automat Tech Comm Control & Decis Cyber Phys Syst; Chinese Assoc Automat; Anhui Univ; IEEE Control Syst Soc; NE Univ, State Key Lab Synthet Automat Proc Ind; Chinese Assoc Automat, Tech Comm Control Theory","Hefei, PEOPLES R CHINAHefei, PEOPLES R CHINA",3,0,0,0,0,0,4,0,12,1948-9439,,978-1-7281-5855-6,,,,,,,,,,,,,2020-01-01,WOS:000621616901165,,
J,"Cotta, Joao Leonardo Silva; Gutierrez, Hector; Bertaska, Ivan R.; Inness, John P.; Rakoczy, John",,,,"; Gutierrez, Hector/AAL-4710-2021","Silva Cotta, Joao Leonardo/0000-0003-4032-3798; Gutierrez, Hector/0000-0003-2181-1964",,,,,High-Altitude Precision Landing by Smartphone Video Guidance Sensor and Sensor Fusion,,,,,,,,DRONES,,,,8,2,,,,,37,,,10.3390/drones8020037,,,,,,,Article,FEB 2024,2024,"This paper describes the deployment, integration, and demonstration of the Smartphone Video Guidance Sensor (SVGS) as novel technology for autonomous 6-DOF proximity maneuvers and high-altitude precision landing of UAVs via sensor fusion. The proposed approach uses a vision-based photogrammetric position and attitude sensor (SVGS) to support the precise automated landing of a UAV from an initial altitude above 100 m to ground, guided by an array of landing beacons. SVGS information is fused with other on-board sensors at the flight control unit to estimate the UAV's position and attitude during landing relative to a ground coordinate system defined by the landing beacons. While the SVGS can provide mm-level absolute positioning accuracy depending on range and beacon dimensions, the proper operation of the SVGS requires a line of sight between the camera and the beacon, and readings can be disturbed by environmental lighting conditions and reflections. SVGS readings can therefore be intermittent, and their update rate is not deterministic since the SVGS runs on an Android device. The sensor fusion of the SVGS with on-board sensors enables an accurate and reliable update of the position and attitude estimates during landing, providing improved performance compared to state-of-art automated landing technology based on an infrared beacon, but its implementation must address the challenges mentioned above. The proposed technique also shows significant advantages compared with state-of-the-art sensors for High-Altitude Landing, such as those based on LIDAR.",,,,,,,,,7,0,0,0,0,0,7,2,7,,2504-446X,,,,,,,,,,,,,,2024-03-06,WOS:001169870800001,,
J,"Dissanayaka, Didula; Wanasinghe, Thumeera R.; De Silva, Oscar; Jayasiri, Awantha; Mann, George K., I",,,,"Dissanayaka, Didula/MEP-0524-2025; Mann, George K I/AAW-9312-2021; Wanasinghe, Thumeera/AAS-3563-2020; De Silva, Oscar/AAU-4866-2020","Dissanayaka, Didula/0000-0002-8084-3491; Mann, George K I/0000-0002-1211-3374; Wanasinghe Arachchige, Thumeera/0000-0001-6262-2348;",,,,,Review of Navigation Methods for UAV-Based Parcel Delivery,,,,,,,,IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING,,,,21,1,,,1068,1082,,,,10.1109/TASE.2022.3232025,,,,,JAN 2023,,Review,JAN 2024,2024,"This paper presents a comprehensive review of state-of-the-art navigation methods available for unmanned aerial vehicles (UAVs) used in parcel delivery. Particularly, the paper focuses on state-of-the-art sensor configurations, multi-sensor data fusion architectures, and their performance when employed for UAV navigation. Additionally, this paper presents the associated safety regulations for UAV navigation currently imposed by regulatory bodies in US and Canada. The existing navigation solutions sometimes produce degenerative results due to GPS loss, multipath signals, spoofing events, and other sensor degradation scenarios. Therefore, this article investigates the suitability of integrating visual lidar odometry and mapping (VLOAM) with GPS to overcome the limitations of existing navigation solutions. A comparative study of the multi-sensory combined solutions is presented with numerical simulations, validating the regulatory compliance of VLOAM and GPS integrated system under common GPS failure cases.",,,,,,,,,75,4,0,0,0,0,79,13,170,1545-5955,1558-3783,,,,,,,,,,,,,,2023-01-25,WOS:000910160800001,,
